"name","id","lat","lon","cumulative_revenue","design_capacity","fee_effective_date","rates","location","capital_cost","project_type","date_fee_notification","date_commercial_operation","fee_rule","concessions_period","traffic_per_day","target_traffic_per_day","contractor_name","contact_details"
"Mohania",41,25.19093,83.559544,263.85,"120000","01-04-2020","{""car_single"":null,""car_multi"":75,""car_monthly"":1700,""lcv_single"":null,""lcv_multi"":125,""lcv_monthly"":2745,""bus_multi"":260,""bus_monthly"":5750,""multiaxle_single"":270,""multiaxle_multi"":405,""multiaxle_monthly"":9020,""hcm_single"":270,""hcm_multi"":405,""hcm_monthly"":9020,""four_six_axle_single"":270,""four_six_axle_multi"":405,""four_six_axle_monthly"":9020,""seven_plus_axle_single"":330,""seven_plus_axle_multi"":495,""seven_plus_axle_monthly"":10980}","<b style='color:#22A7EA'>Mohania</b><br/><b> </b> M/s Soma Isolux Varanasi Aurangabad Tollway Pvt Ltd","2848.00","BOT (Toll)","16-06-2011","12-09-2011","2008","12.09.2011 - 11.09.2041",39705,49762,"M/s Soma Isolux Varanasi Aurangabad Tollway Pvt Ltd","Sh.  Devendra Nath Chaturvedi / 8651036059"
"Sasaram",43,24.957125,83.954997,546.54,"120000","01-04-2020","{""car_single"":null,""car_multi"":170,""car_monthly"":3780,""lcv_single"":null,""lcv_multi"":275,""lcv_monthly"":6110,""bus_multi"":575,""bus_monthly"":12800,""multiaxle_single"":600,""multiaxle_multi"":905,""multiaxle_monthly"":20070,""hcm_single"":600,""hcm_multi"":905,""hcm_monthly"":20070,""four_six_axle_single"":600,""four_six_axle_multi"":905,""four_six_axle_monthly"":20070,""seven_plus_axle_single"":735,""seven_plus_axle_multi"":1100,""seven_plus_axle_monthly"":24435}","<b style='color:#22A7EA'>Sasaram</b><br/><b> </b> M/s Soma Isolux Varanasi Aurangabad Tollway Pvt Ltd","2848.00","BOT (Toll)","16-06-2011","11-07-2008","2008","12.09.2011 - 11.09.2041",45705,49762,"M/s Soma Isolux Varanasi Aurangabad Tollway Pvt Ltd","Sh.  Kumar Vivek Vimal / 7654330007"
"Anantram",44,26.594931,79.268034,422.19,"120000","01-04-2019","{""car_single"":null,""car_multi"":125,""car_monthly"":2820,""lcv_single"":null,""lcv_multi"":205,""lcv_monthly"":4555,""bus_multi"":430,""bus_monthly"":9545,""multiaxle_single"":310,""multiaxle_multi"":470,""multiaxle_monthly"":10410,""hcm_single"":450,""hcm_multi"":675,""hcm_monthly"":14965,""four_six_axle_single"":450,""four_six_axle_multi"":675,""four_six_axle_monthly"":14965,""seven_plus_axle_single"":545,""seven_plus_axle_multi"":820,""seven_plus_axle_monthly"":18220}","<b style='color:#22A7EA'>Anantram</b><br/><b> </b> M/s Etawah Chakeri Kanpur Highway Pvt Ltd","2251.00","BOT (Toll)","11-01-2013","31-03-2008","2008 as amended","13.03.2013-12.03.2029",26364,48750,"M/s Etawah Chakeri Kanpur Highway Pvt Ltd","Stayavir Yadav / 8191000402"
"Tendua (Gorakhpur Bypass)",45,26.724015,83.274398,52.11,"NA","01-04-2020","{""car_single"":null,""car_multi"":120,""car_monthly"":2705,""lcv_single"":null,""lcv_multi"":195,""lcv_monthly"":4370,""bus_multi"":410,""bus_monthly"":9160,""multiaxle_single"":300,""multiaxle_multi"":450,""multiaxle_monthly"":9990,""hcm_single"":430,""hcm_multi"":645,""hcm_monthly"":14365,""four_six_axle_single"":430,""four_six_axle_multi"":645,""four_six_axle_monthly"":14365,""seven_plus_axle_single"":525,""seven_plus_axle_multi"":785,""seven_plus_axle_monthly"":17485}","<b style='color:#22A7EA'>Tendua (Gorakhpur Bypass)</b><br/><b> </b> M/s Gorakhpur-Kasiya Tollways Pvt Ltd","806.57","OMT","30-10-2012","24-11-2012","2008 as amended","05.08.2015-04.08.2024",16392,,"M/s Gorakhpur-Kasiya Tollways Pvt Ltd","N.K Shrivastava / 9415212759"
"Barajore (Bara)",47,26.386389,80.021485,237,"120000","01-04-2019","{""car_single"":null,""car_multi"":210,""car_monthly"":4670,""lcv_single"":null,""lcv_multi"":330,""lcv_monthly"":7315,""bus_multi"":675,""bus_monthly"":14950,""multiaxle_single"":490,""multiaxle_multi"":735,""multiaxle_monthly"":16340,""hcm_single"":690,""hcm_multi"":1035,""hcm_monthly"":22990,""four_six_axle_single"":690,""four_six_axle_multi"":1035,""four_six_axle_monthly"":22990,""seven_plus_axle_single"":875,""seven_plus_axle_multi"":1310,""seven_plus_axle_monthly"":29145}","<b style='color:#22A7EA'>Barajore (Bara)</b><br/><b> </b> M/s Etawah Chakeri Kanpur Highway Pvt Ltd","2251.00","BOT (Toll)","11-01-2013","22-08-2007","2008 as amended","13.03.2013-12.03.2029",43960,48750,"M/s Etawah Chakeri Kanpur Highway Pvt Ltd","Mr Manoj Sharma / 8191000401"
"Bharudi",48,21.805381,70.663976,384.8,"NA","01-10-2019","{""car_single"":null,""car_multi"":null,""car_monthly"":null,""lcv_single"":null,""lcv_multi"":null,""lcv_monthly"":null,""bus_multi"":null,""bus_monthly"":null,""multiaxle_single"":210,""multiaxle_multi"":null,""multiaxle_monthly"":null,""hcm_single"":210,""hcm_multi"":null,""hcm_monthly"":null,""four_six_axle_single"":210,""four_six_axle_multi"":null,""four_six_axle_monthly"":null,""seven_plus_axle_single"":210,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Bharudi</b><br/><b> </b> M/s West Gujarat Expressway Ltd","265.00","BOT (Toll)","05-05-2008","28-10-2006","1997","20.09.2005-19.09.2025",36824,10660,"M/s West Gujarat Expressway Ltd","Vimal lunagaria / 9925220020"
"Pithadiya",49,22.082642,70.781004,384.8,"NA","01-10-2019","{""car_single"":null,""car_multi"":null,""car_monthly"":null,""lcv_single"":null,""lcv_multi"":null,""lcv_monthly"":null,""bus_multi"":null,""bus_monthly"":null,""multiaxle_single"":210,""multiaxle_multi"":null,""multiaxle_monthly"":null,""hcm_single"":210,""hcm_multi"":null,""hcm_monthly"":null,""four_six_axle_single"":210,""four_six_axle_multi"":null,""four_six_axle_monthly"":null,""seven_plus_axle_single"":210,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Pithadiya</b><br/><b> </b> M/s West Gujarat Expressway Ltd","265.00","BOT (Toll)","05-05-2008","28-10-2006","1997","20.09.2005-19.09.2025",25494,12269,"M/s West Gujarat Expressway Ltd","Vimal lunagaria / 9925220020"
"Choryasi",50,21.303367,72.95418,1178.92,"70000","01-07-2019","{""car_single"":null,""car_multi"":110,""car_monthly"":2230,""lcv_single"":null,""lcv_multi"":195,""lcv_monthly"":3905,""bus_multi"":390,""bus_monthly"":7810,""multiaxle_single"":420,""multiaxle_multi"":630,""multiaxle_monthly"":12555,""hcm_single"":420,""hcm_multi"":630,""hcm_monthly"":12555,""four_six_axle_single"":420,""four_six_axle_multi"":630,""four_six_axle_monthly"":12555,""seven_plus_axle_single"":420,""seven_plus_axle_multi"":630,""seven_plus_axle_monthly"":12555}","<b style='color:#22A7EA'>Choryasi</b><br/><b> </b> M/s Idaa Infrastructure Pvt Ltd","1405.49","BOT (Toll)","22-09-2009","25-09-2009","1997","03.01.2007-02.01.2022",119377,,"M/s Idaa Infrastructure Pvt Ltd","Plaza Manager / 9427113030"
"Anewadi",56,17.810312,73.971381,531.4,"120000","01-04-2019","{""car_single"":null,""car_multi"":95,""car_monthly"":2155,""lcv_single"":null,""lcv_multi"":155,""lcv_monthly"":3480,""bus_multi"":330,""bus_monthly"":7290,""multiaxle_single"":345,""multiaxle_multi"":515,""multiaxle_monthly"":11430,""hcm_single"":345,""hcm_multi"":515,""hcm_monthly"":11430,""four_six_axle_single"":345,""four_six_axle_multi"":515,""four_six_axle_monthly"":11430,""seven_plus_axle_single"":415,""seven_plus_axle_multi"":625,""seven_plus_axle_monthly"":13915}","<b style='color:#22A7EA'>Anewadi</b><br/><b> </b> M/s PS Toll Road Pvt Ltd","1724.55","BOT (Toll)","26-08-2010","23-03-2005","2008","01.10.2010-30.09.2034",47604,60848,"M/s PS Toll Road Pvt Ltd","Vivek Sharma / 9730439964"
"Mettupatti",57,11.66167,78.330768,302.08,"85825","01-09-2019","{""car_single"":null,""car_multi"":75,""car_monthly"":1530,""lcv_single"":null,""lcv_multi"":135,""lcv_monthly"":2675,""bus_multi"":265,""bus_monthly"":5350,""multiaxle_single"":285,""multiaxle_multi"":430,""multiaxle_monthly"":8595,""hcm_single"":285,""hcm_multi"":430,""hcm_monthly"":8595,""four_six_axle_single"":285,""four_six_axle_multi"":430,""four_six_axle_monthly"":8595,""seven_plus_axle_single"":285,""seven_plus_axle_multi"":430,""seven_plus_axle_monthly"":8595}","<b style='color:#22A7EA'>Mettupatti</b><br/><b> </b> M/s SU Toll Road Private Limited","941.00","BOT (Toll)","13-01-2012","28-07-2012","1997","15.01.2008-14.01.2033",29502,23608,"M/s SU Toll Road Private Limited","Sh. P.Paraman / 9994296798"
"Doddakarenahalli (Neelmangala )",58,13.068175,77.3605999,216.37,"57707","01-09-2019","{""car_single"":null,""car_multi"":65,""car_monthly"":1350,""lcv_single"":null,""lcv_multi"":120,""lcv_monthly"":2360,""bus_multi"":235,""bus_monthly"":4725,""multiaxle_single"":255,""multiaxle_multi"":380,""multiaxle_monthly"":7590,""hcm_single"":255,""hcm_multi"":380,""hcm_monthly"":7590,""four_six_axle_single"":255,""four_six_axle_multi"":380,""four_six_axle_monthly"":7590,""seven_plus_axle_single"":null,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Doddakarenahalli (Neelmangala )</b><br/><b> </b> M/s Lanco Devihalli Highawys Ltd","736.00","BOT (Toll)","27-04-2011","23-06-2012","1997","25",29348,25292,"M/s Lanco Devihalli Highawys Ltd","K.Venkatramaiah / 9901466899"
"Thirumandurai",59,11.396808,78.99356,692.68,"40000","01-09-2019","{""car_single"":null,""car_multi"":80,""car_monthly"":1580,""lcv_single"":null,""lcv_multi"":140,""lcv_monthly"":2765,""bus_multi"":275,""bus_monthly"":5530,""multiaxle_single"":295,""multiaxle_multi"":445,""multiaxle_monthly"":8890,""hcm_single"":295,""hcm_multi"":445,""hcm_monthly"":8890,""four_six_axle_single"":295,""four_six_axle_multi"":445,""four_six_axle_monthly"":8890,""seven_plus_axle_single"":295,""seven_plus_axle_multi"":445,""seven_plus_axle_monthly"":8890}","<b style='color:#22A7EA'>Thirumandurai</b><br/><b> </b> M/s Trichy Tollway Private Limited","460.00","BOT (Toll)","24-07-2009","05-09-2009","1997","26.12.2006-25.12.2026",39076,32636,"M/s Trichy Tollway Private Limited","Mr Mahendran / 9750937386"
"Paduna",61,24.271438,73.67379,556.77,"60000","01-04-2017","{""car_single"":null,""car_multi"":115,""car_monthly"":2545,""lcv_single"":null,""lcv_multi"":185,""lcv_monthly"":4115,""bus_multi"":390,""bus_monthly"":8620,""multiaxle_single"":280,""multiaxle_multi"":425,""multiaxle_monthly"":9405,""hcm_single"":405,""hcm_multi"":610,""hcm_monthly"":13520,""four_six_axle_single"":405,""four_six_axle_multi"":610,""four_six_axle_monthly"":13520,""seven_plus_axle_single"":495,""seven_plus_axle_multi"":740,""seven_plus_axle_monthly"":16460}","<b style='color:#22A7EA'>Paduna</b><br/><b> </b> M/s MEP Infrastructures Developer Ltd","277.37","Public Funded","26-07-2012","06-05-2005","2008 as amended with transition","17.05.2016  -  17.05.2017",42954,,"M/s MEP Infrastructures Developer Ltd","MrPrashant Malbari / 9167755099"
"Patas",64,18.424491,74.466193,378.7,"60000","01-04-2019","{""car_single"":null,""car_multi"":110,""car_monthly"":2405,""lcv_single"":null,""lcv_multi"":175,""lcv_monthly"":3885,""bus_multi"":365,""bus_monthly"":8135,""multiaxle_single"":385,""multiaxle_multi"":575,""multiaxle_monthly"":12760,""hcm_single"":385,""hcm_multi"":575,""hcm_monthly"":12760,""four_six_axle_single"":385,""four_six_axle_multi"":575,""four_six_axle_monthly"":12760,""seven_plus_axle_single"":465,""seven_plus_axle_multi"":700,""seven_plus_axle_monthly"":15530}","<b style='color:#22A7EA'>Patas</b><br/><b> </b> M/s Pune Solapur Expressways Pvt Ltd","1371.00","BOT (Toll)","29-10-2012","04-02-2013","2008","14.11.2009-13.11.2030",47604,32000,"M/s Pune Solapur Expressways Pvt Ltd","Sh.  Uttam Singh / 7798885561"
"Thandikhui",66,32.607394,74.944346,,"1584","01-04-2020","{""car_single"":null,""car_multi"":105,""car_monthly"":2305,""lcv_single"":null,""lcv_multi"":165,""lcv_monthly"":3720,""bus_multi"":350,""bus_monthly"":7795,""multiaxle_single"":255,""multiaxle_multi"":385,""multiaxle_monthly"":8505,""hcm_single"":365,""hcm_multi"":550,""hcm_monthly"":12225,""four_six_axle_single"":365,""four_six_axle_multi"":550,""four_six_axle_monthly"":12225,""seven_plus_axle_single"":445,""seven_plus_axle_multi"":670,""seven_plus_axle_monthly"":14880}","<b style='color:#22A7EA'>Thandikhui</b><br/><b> </b> Sh. Rakesh Kumar Chaudhary","1584.67","Public Funded","04-03-2014","22-02-2017","2008 as amended","",40600,18000,"Sh. Rakesh Kumar Chaudhary","/ 0"
"Daroda",67,20.450467,78.755153,30.99,"NA","01-04-2019","{""car_single"":null,""car_multi"":110,""car_monthly"":2440,""lcv_single"":null,""lcv_multi"":180,""lcv_monthly"":3945,""bus_multi"":370,""bus_monthly"":8265,""multiaxle_single"":270,""multiaxle_multi"":405,""multiaxle_monthly"":9015,""hcm_single"":390,""hcm_multi"":585,""hcm_monthly"":12960,""four_six_axle_single"":390,""four_six_axle_multi"":585,""four_six_axle_monthly"":12960,""seven_plus_axle_single"":475,""seven_plus_axle_multi"":710,""seven_plus_axle_monthly"":15780}","<b style='color:#22A7EA'>Daroda</b><br/><b> </b> Ms Kalyan Toll and Infrastructure Ltd.","268.37","OMT","27-04-2011","19-01-2013","2008 as amended","13.12.2014-29.12.2023",9739,7457,"Ms Kalyan Toll and Infrastructure Ltd.","Mr R.L. Yadav / 7720050733"
"Samakhiyali",68,23.308555,70.49059,558.26,"NA","01-04-2020","{""car_single"":null,""car_multi"":100,""car_monthly"":2240,""lcv_single"":null,""lcv_multi"":165,""lcv_monthly"":3620,""bus_multi"":340,""bus_monthly"":7585,""multiaxle_single"":355,""multiaxle_multi"":535,""multiaxle_monthly"":11890,""hcm_single"":355,""hcm_multi"":535,""hcm_monthly"":11890,""four_six_axle_single"":355,""four_six_axle_multi"":535,""four_six_axle_monthly"":11890,""seven_plus_axle_single"":435,""seven_plus_axle_multi"":650,""seven_plus_axle_monthly"":14475}","<b style='color:#22A7EA'>Samakhiyali</b><br/><b> </b> M/s L&amp;T Samakhiyali Gandhidham Tollway Limited","805.33","BOT (Toll)","27-07-2010","10-06-2003","2008","11.09.2010 - 10.09.2034",62619,56000,"M/s L&T Samakhiyali Gandhidham Tollway Limited","Shri Sanjay Marbari / 9909008219"
"Kelapur",70,20.019307,78.54022,41.24,"NA","01-04-2020","{""car_single"":null,""car_multi"":135,""car_monthly"":2965,""lcv_single"":null,""lcv_multi"":215,""lcv_monthly"":4790,""bus_multi"":450,""bus_monthly"":10030,""multiaxle_single"":330,""multiaxle_multi"":490,""multiaxle_monthly"":10945,""hcm_single"":470,""hcm_multi"":710,""hcm_monthly"":15730,""four_six_axle_single"":470,""four_six_axle_multi"":710,""four_six_axle_monthly"":15730,""seven_plus_axle_single"":575,""seven_plus_axle_multi"":860,""seven_plus_axle_monthly"":19150}","<b style='color:#22A7EA'>Kelapur</b><br/><b> </b> Sh. Bholanath Rajpati Shukla","161.00","Public Funded","01-03-2011","30-04-2012","2008 as amended","13.05.2016  -  13.05.2017",11404,,"Sh. Bholanath Rajpati Shukla","Narsima Reddy / 7893256641"
"Nandgaon Peth",71,20.951008,77.788359,151.39,"240","01-04-2020","{""car_single"":null,""car_multi"":150,""car_monthly"":3315,""lcv_single"":null,""lcv_multi"":235,""lcv_monthly"":5200,""bus_multi"":480,""bus_monthly"":10705,""multiaxle_single"":495,""multiaxle_multi"":740,""multiaxle_monthly"":16485,""hcm_single"":495,""hcm_multi"":740,""hcm_monthly"":16485,""four_six_axle_single"":495,""four_six_axle_multi"":740,""four_six_axle_monthly"":16485,""seven_plus_axle_single"":625,""seven_plus_axle_multi"":935,""seven_plus_axle_monthly"":20810}","<b style='color:#22A7EA'>Nandgaon Peth</b><br/><b> </b> M/s IRB Talengaon Amravati Tollway","567.00","BOT (Toll)","19-07-2012","15-02-2004","2008","03.09.2010-09.09.2032",20623,60000,"M/s IRB Talengaon Amravati Tollway","Mr Bharat Khasbage (General Manager ) / 7798885253"
"Mundiyar",72,25.208647,77.136059,88.29,"NA","01-04-2020","{""car_single"":null,""car_multi"":130,""car_monthly"":2890,""lcv_single"":null,""lcv_multi"":210,""lcv_monthly"":4670,""bus_multi"":440,""bus_monthly"":9780,""multiaxle_single"":320,""multiaxle_multi"":480,""multiaxle_monthly"":10670,""hcm_single"":460,""hcm_multi"":690,""hcm_monthly"":15340,""four_six_axle_single"":460,""four_six_axle_multi"":690,""four_six_axle_monthly"":15340,""seven_plus_axle_single"":560,""seven_plus_axle_multi"":840,""seven_plus_axle_monthly"":18675}","<b style='color:#22A7EA'>Mundiyar</b><br/><b> </b> Sh. Suresh Chandra","NA","OMT","06-07-2011","26-04-2009","2008","25.08.2011-24.08.2017",3134,2645,"Sh. Suresh Chandra","Jitendra Chauhan / 9950561555"
"Raksha",73,25.461841,78.451052,88.29,"NA","01-04-2020","{""car_single"":null,""car_multi"":160,""car_monthly"":3575,""lcv_single"":null,""lcv_multi"":260,""lcv_monthly"":5775,""bus_multi"":545,""bus_monthly"":12095,""multiaxle_single"":395,""multiaxle_multi"":595,""multiaxle_monthly"":13195,""hcm_single"":570,""hcm_multi"":855,""hcm_monthly"":18965,""four_six_axle_single"":570,""four_six_axle_multi"":855,""four_six_axle_monthly"":18965,""seven_plus_axle_single"":695,""seven_plus_axle_multi"":1040,""seven_plus_axle_monthly"":23090}","<b style='color:#22A7EA'>Raksha</b><br/><b> </b> Ms Prakash Asphalting and Toll Highways(I) Ltd.","NA","OMT","06-07-2011","21-07-2009","2008","25.08.2011-24.08.2017",11285,11526,"Ms Prakash Asphalting and Toll Highways(I) Ltd.","Shri Bhagwan Sikarwar / 8726031492"
"Ramnagar",74,25.278913,77.614165,88.29,"NA","01-04-2020","{""car_single"":null,""car_multi"":125,""car_monthly"":2785,""lcv_single"":null,""lcv_multi"":205,""lcv_monthly"":4500,""bus_multi"":425,""bus_monthly"":9430,""multiaxle_single"":310,""multiaxle_multi"":465,""multiaxle_monthly"":10290,""hcm_single"":445,""hcm_multi"":665,""hcm_monthly"":14790,""four_six_axle_single"":445,""four_six_axle_multi"":665,""four_six_axle_monthly"":14790,""seven_plus_axle_single"":540,""seven_plus_axle_multi"":810,""seven_plus_axle_monthly"":18005}","<b style='color:#22A7EA'>Ramnagar</b><br/><b> </b> Ms Bheema Tolling and Traffic Solutions Pvt. Ltd.","NA","OMT","06-07-2011","21-04-2009","2008","25.08.2011-24.08.2017",3205,2829,"Ms Bheema Tolling and Traffic Solutions Pvt. Ltd.","Ramsundar Sharma / 8718808215"
"Athur (Tindivanam)",75,12.346862,79.779856,392.62,"83834","01-04-2020","{""car_single"":null,""car_multi"":95,""car_monthly"":2080,""lcv_single"":null,""lcv_multi"":150,""lcv_monthly"":3360,""bus_multi"":315,""bus_monthly"":7045,""multiaxle_single"":230,""multiaxle_multi"":345,""multiaxle_monthly"":7685,""hcm_single"":330,""hcm_multi"":495,""hcm_monthly"":11045,""four_six_axle_single"":330,""four_six_axle_multi"":495,""four_six_axle_monthly"":11045,""seven_plus_axle_single"":405,""seven_plus_axle_multi"":605,""seven_plus_axle_monthly"":13450}","<b style='color:#22A7EA'>Athur (Tindivanam)</b><br/><b> </b> Eagle Infra India Ltd.","564.30","Public Funded","16-05-2012","01-04-2005","2008 as amended with transition","26.03.2016-26.03.2017",59180,75000,"Eagle Infra India Ltd.","Shri. Srinivasan / 9025891369"
"Vanagaram (Chennai Bypass)",76,13.043526,80.149598,187.21,"136500","01-04-2020","{""car_single"":null,""car_multi"":65,""car_monthly"":1430,""lcv_single"":null,""lcv_multi"":105,""lcv_monthly"":2310,""bus_multi"":220,""bus_monthly"":4835,""multiaxle_single"":160,""multiaxle_multi"":235,""multiaxle_monthly"":5275,""hcm_single"":225,""hcm_multi"":340,""hcm_monthly"":7585,""four_six_axle_single"":225,""four_six_axle_multi"":340,""four_six_axle_monthly"":7585,""seven_plus_axle_single"":275,""seven_plus_axle_multi"":415,""seven_plus_axle_monthly"":9230}","<b style='color:#22A7EA'>Vanagaram (Chennai Bypass)</b><br/><b> </b> Ms Inderdeep Construction Co.","958.95","Public Funded","27-02-2013","04-06-2003","2008 as amended","04.08.2016-03.08.2017",129563,40000,"Ms Inderdeep Construction Co.","Shri. Pawan Karamchandani / 7418019007"
