"name","id","lat","lon","cumulative_revenue","design_capacity","fee_effective_date","rates","location","capital_cost","project_type","date_fee_notification","date_commercial_operation","fee_rule","concessions_period","traffic_per_day","target_traffic_per_day","contractor_name","contact_details"
"Niyamatpur Ekrotiya",396,28.814182,78.902248,198.53,"60000","01-04-2020","{""car_single"":null,""car_multi"":185,""car_monthly"":4140,""lcv_single"":null,""lcv_multi"":290,""lcv_monthly"":6420,""bus_multi"":585,""bus_monthly"":13035,""multiaxle_single"":595,""multiaxle_multi"":895,""multiaxle_monthly"":19905,""hcm_single"":595,""hcm_multi"":895,""hcm_monthly"":19905,""four_six_axle_single"":595,""four_six_axle_multi"":895,""four_six_axle_monthly"":19905,""seven_plus_axle_single"":765,""seven_plus_axle_multi"":1150,""seven_plus_axle_monthly"":25580}","<b style='color:#22A7EA'>Niyamatpur Ekrotiya</b><br/><b> </b> M/s Moradabad-Bareilly expressway Ltd","1983.60","BOT (Toll)","17-01-2014","08-01-2015","2008","04.12.2010-03.12.2035",34581,30700,"M/s Moradabad-Bareilly expressway Ltd","Yogesh Chaudhary / 7534911910"
"Thriyakhetal",397,28.480289,79.283886,131,"NA","01-04-2020","{""car_single"":null,""car_multi"":195,""car_monthly"":4315,""lcv_single"":null,""lcv_multi"":300,""lcv_monthly"":6625,""bus_multi"":600,""bus_monthly"":13355,""multiaxle_single"":610,""multiaxle_multi"":910,""multiaxle_monthly"":20265,""hcm_single"":610,""hcm_multi"":910,""hcm_monthly"":20265,""four_six_axle_single"":610,""four_six_axle_multi"":910,""four_six_axle_monthly"":20265,""seven_plus_axle_single"":790,""seven_plus_axle_multi"":1185,""seven_plus_axle_monthly"":26385}","<b style='color:#22A7EA'>Thriyakhetal</b><br/><b> </b> M/s Moradabad-Bareilly expressway Ltd","1983.60","BOT (Toll)","17-01-2015","08-01-2015","2008","04.12.2010-03.12.2035",24780,,"M/s Moradabad-Bareilly expressway Ltd","Praveen Jindar / 7534911915"
"Guabari",398,26.476592,89.756535,17.97,"NA","01-04-2020","{""car_single"":null,""car_multi"":65,""car_monthly"":1390,""lcv_single"":null,""lcv_multi"":100,""lcv_monthly"":2245,""bus_multi"":210,""bus_monthly"":4705,""multiaxle_single"":155,""multiaxle_multi"":230,""multiaxle_monthly"":5130,""hcm_single"":220,""hcm_multi"":330,""hcm_monthly"":7375,""four_six_axle_single"":220,""four_six_axle_multi"":330,""four_six_axle_monthly"":7375,""seven_plus_axle_single"":270,""seven_plus_axle_multi"":405,""seven_plus_axle_monthly"":8980}","<b style='color:#22A7EA'>Guabari</b><br/><b> </b> Ms Topline Infra Project Pvt. Ltd.","529.27","Public Funded","15-09-2014","22-10-2014","2008 as amended","31.12.2015-31.12.2016",15533,14446,"Ms Topline Infra Project Pvt. Ltd.","Santosh / 9122691017"
"Fulara",400,22.043538,79.418722,7.59,"348","01-04-2019","{""car_single"":null,""car_multi"":75,""car_monthly"":1715,""lcv_single"":null,""lcv_multi"":125,""lcv_monthly"":2770,""bus_multi"":260,""bus_monthly"":5805,""multiaxle_single"":190,""multiaxle_multi"":285,""multiaxle_monthly"":6335,""hcm_single"":275,""hcm_multi"":410,""hcm_monthly"":9105,""four_six_axle_single"":275,""four_six_axle_multi"":410,""four_six_axle_monthly"":9105,""seven_plus_axle_single"":330,""seven_plus_axle_multi"":500,""seven_plus_axle_monthly"":11080}","<b style='color:#22A7EA'>Fulara</b><br/><b> </b> MS Riddhi Siddhi Associates","348.87","Public Funded","03-02-2015","26-02-2015","2008 as amended","17.10.2016  -  17.10.2017",5278,6103,"MS Riddhi Siddhi Associates","Sh.  Vindhyavasni  Dubey / 7869952965"
"Chikhalikala",401,21.841921,78.433316,0.8,"NA","01-04-2019","{""car_single"":null,""car_multi"":85,""car_monthly"":1935,""lcv_single"":null,""lcv_multi"":140,""lcv_monthly"":3130,""bus_multi"":295,""bus_monthly"":6555,""multiaxle_single"":215,""multiaxle_multi"":320,""multiaxle_monthly"":7155,""hcm_single"":310,""hcm_multi"":465,""hcm_monthly"":10280,""four_six_axle_single"":310,""four_six_axle_multi"":465,""four_six_axle_monthly"":10280,""seven_plus_axle_single"":375,""seven_plus_axle_multi"":565,""seven_plus_axle_monthly"":12515}","<b style='color:#22A7EA'>Chikhalikala</b><br/><b> </b> MS Riddhi Siddhi Associates","430.32","Public Funded","03-02-2015","26-02-2015","2008 as amended","17.10.2016  -  17.10.2017",2000,1769,"MS Riddhi Siddhi Associates","Sh.  Vinod Lokwani / 9527209881"
"Jungawani",402,22.377896,79.151021,7.75,"NA","01-04-2019","{""car_single"":null,""car_multi"":110,""car_monthly"":2410,""lcv_single"":null,""lcv_multi"":175,""lcv_monthly"":3895,""bus_multi"":365,""bus_monthly"":8160,""multiaxle_single"":265,""multiaxle_multi"":400,""multiaxle_monthly"":8900,""hcm_single"":385,""hcm_multi"":575,""hcm_monthly"":12795,""four_six_axle_single"":385,""four_six_axle_multi"":575,""four_six_axle_monthly"":12795,""seven_plus_axle_single"":465,""seven_plus_axle_multi"":100,""seven_plus_axle_monthly"":15575}","<b style='color:#22A7EA'>Jungawani</b><br/><b> </b> MS Riddhi Siddhi Associates","432.78","Public Funded","03-02-2015","26-02-2015","2008 as amended","17.10.2016  -  17.10.2017",4297,3858,"MS Riddhi Siddhi Associates","Sh.  Pawan Choudhary / 7610466241"
"Jaitpur",403,22.548497,79.600413,5.23,"NA","01-04-2019","{""car_single"":null,""car_multi"":75,""car_monthly"":1715,""lcv_single"":null,""lcv_multi"":125,""lcv_monthly"":2770,""bus_multi"":260,""bus_monthly"":5805,""multiaxle_single"":190,""multiaxle_multi"":285,""multiaxle_monthly"":6335,""hcm_single"":275,""hcm_multi"":410,""hcm_monthly"":9105,""four_six_axle_single"":275,""four_six_axle_multi"":410,""four_six_axle_monthly"":9105,""seven_plus_axle_single"":335,""seven_plus_axle_multi"":500,""seven_plus_axle_monthly"":11085}","<b style='color:#22A7EA'>Jaitpur</b><br/><b> </b> MS Riddhi Siddhi Associates","398.54","Public Funded","03-02-2015","26-02-2015","2008 as amended","17.10.2016  -  17.10.2017",4029,3291,"MS Riddhi Siddhi Associates","Sh.  Vicky Godani / 7878658559"
"Dakhina Sekhpur",405,26.524482,81.066094,48.23,"NA","01-04-2020","{""car_single"":null,""car_multi"":140,""car_monthly"":3095,""lcv_single"":null,""lcv_multi"":225,""lcv_monthly"":5005,""bus_multi"":470,""bus_monthly"":10480,""multiaxle_single"":345,""multiaxle_multi"":515,""multiaxle_monthly"":11435,""hcm_single"":495,""hcm_multi"":740,""hcm_monthly"":16435,""four_six_axle_single"":495,""four_six_axle_multi"":740,""four_six_axle_monthly"":16435,""seven_plus_axle_single"":600,""seven_plus_axle_multi"":900,""seven_plus_axle_monthly"":20010}","<b style='color:#22A7EA'>Dakhina Sekhpur</b><br/><b> </b> Ms Skylark Infra Engineering Pvt. Ltd.","635.90","Public Funded","15-09-2014","05-03-2015","2008 as amended","22.04.2016 - 23.04.2017",22110,,"Ms Skylark Infra Engineering Pvt. Ltd.",". / 0"
"Kelwad",406,21.471322,78.8726,12.02,"NA","01-04-2019","{""car_single"":null,""car_multi"":100,""car_monthly"":2190,""lcv_single"":null,""lcv_multi"":160,""lcv_monthly"":3535,""bus_multi"":335,""bus_monthly"":7410,""multiaxle_single"":245,""multiaxle_multi"":365,""multiaxle_monthly"":8085,""hcm_single"":350,""hcm_multi"":525,""hcm_monthly"":11620,""four_six_axle_single"":350,""four_six_axle_multi"":525,""four_six_axle_monthly"":11620,""seven_plus_axle_single"":425,""seven_plus_axle_multi"":635,""seven_plus_axle_monthly"":14145}","<b style='color:#22A7EA'>Kelwad</b><br/><b> </b> Ms Anoj Kumar Agarwala","429.57","Public Funded","03-02-2015","31-03-2015","2008 as amended","03.11.2016 - 03.11.2017",7232,5068,"Ms Anoj Kumar Agarwala","Arvind Golhani / 8966903744"
"Chullimada Hamlet (Pampampallam)",408,10.81311,76.798051,55.65,"21966","01-04-2020","{""car_single"":null,""car_multi"":95,""car_monthly"":2135,""lcv_single"":null,""lcv_multi"":155,""lcv_monthly"":3445,""bus_multi"":325,""bus_monthly"":7225,""multiaxle_single"":340,""multiaxle_multi"":510,""multiaxle_monthly"":11325,""hcm_single"":340,""hcm_multi"":510,""hcm_monthly"":11325,""four_six_axle_single"":340,""four_six_axle_multi"":510,""four_six_axle_monthly"":11325,""seven_plus_axle_single"":415,""seven_plus_axle_multi"":620,""seven_plus_axle_monthly"":13790}","<b style='color:#22A7EA'>Chullimada Hamlet (Pampampallam)</b><br/><b> </b> M/s KNR Walayar Tollways Pvt Ltd","682.00","BOT (Toll)","22-07-2013","23-05-2015","2008","18.05.2013-17.05.2033",25874,18031,"M/s KNR Walayar Tollways Pvt Ltd","Sh.  A Veman Reddy / 4912802814"
"Aliyapur",409,26.069752,80.163011,67.35,"NA","01-04-2019","{""car_single"":null,""car_multi"":60,""car_monthly"":1375,""lcv_single"":null,""lcv_multi"":100,""lcv_monthly"":2220,""bus_multi"":210,""bus_monthly"":4655,""multiaxle_single"":220,""multiaxle_multi"":330,""multiaxle_monthly"":7300,""hcm_single"":220,""hcm_multi"":330,""hcm_monthly"":7300,""four_six_axle_single"":220,""four_six_axle_multi"":330,""four_six_axle_monthly"":7300,""seven_plus_axle_single"":265,""seven_plus_axle_multi"":400,""seven_plus_axle_monthly"":8890}","<b style='color:#22A7EA'>Aliyapur</b><br/><b> </b> M/s PNC (Kanpur) Highways Ltd","373.00","BOT (Toll)","24-09-2014","07-05-2015","2008","21.01.2013-20.01.2025",20242,15279,"M/s PNC (Kanpur) Highways Ltd","Mr Pravendra Singh / 8601872484"
"Khanna",410,25.543293,80.060095,47.83,"NA","01-04-2019","{""car_single"":null,""car_multi"":65,""car_monthly"":1480,""lcv_single"":null,""lcv_multi"":110,""lcv_monthly"":2395,""bus_multi"":225,""bus_monthly"":5015,""multiaxle_single"":235,""multiaxle_multi"":355,""multiaxle_monthly"":7870,""hcm_single"":235,""hcm_multi"":355,""hcm_monthly"":7870,""four_six_axle_single"":235,""four_six_axle_multi"":355,""four_six_axle_monthly"":7870,""seven_plus_axle_single"":285,""seven_plus_axle_multi"":430,""seven_plus_axle_monthly"":9580}","<b style='color:#22A7EA'>Khanna</b><br/><b> </b> M/s PNC (Kanpur) Highways Ltd","373.00","BOT (Toll)","24-09-2014","07-05-2015","2008","21.01.2013-20.01.2025",12971,12063,"M/s PNC (Kanpur) Highways Ltd","Mr Birendra Vikram / 9919069555"
"Baragarh (Barhaguda)",411,21.35447,83.681021,94.89,"12142","01-04-2020","{""car_single"":null,""car_multi"":190,""car_monthly"":4270,""lcv_single"":null,""lcv_multi"":305,""lcv_monthly"":6780,""bus_multi"":630,""bus_monthly"":14055,""multiaxle_single"":655,""multiaxle_multi"":980,""multiaxle_monthly"":21795,""hcm_single"":655,""hcm_multi"":980,""hcm_monthly"":21795,""four_six_axle_single"":655,""four_six_axle_multi"":980,""four_six_axle_monthly"":21795,""seven_plus_axle_single"":815,""seven_plus_axle_multi"":1220,""seven_plus_axle_monthly"":27115}","<b style='color:#22A7EA'>Baragarh (Barhaguda)</b><br/><b> </b> M/s Ashoka Sambalpur Baragrah Tollway Pvt Ltd","909.00","BOT (Toll)","18-09-2014","30-09-2014","2008","14.11.2011-13.11.2041",24491,22357,"M/s Ashoka Sambalpur Baragrah Tollway Pvt Ltd","Mr Dadabhau Sonawane / 7381037720"
"Ponnarimangalam",412,10.010336,76.257977,,"NA","01-04-2020","{""car_single"":null,""car_multi"":75,""car_monthly"":1700,""lcv_single"":null,""lcv_multi"":125,""lcv_monthly"":2750,""bus_multi"":260,""bus_monthly"":5760,""multiaxle_single"":190,""multiaxle_multi"":285,""multiaxle_monthly"":6285,""hcm_single"":270,""hcm_multi"":405,""hcm_monthly"":9035,""four_six_axle_single"":270,""four_six_axle_multi"":405,""four_six_axle_monthly"":9035,""seven_plus_axle_single"":330,""seven_plus_axle_multi"":495,""seven_plus_axle_monthly"":11000}","<b style='color:#22A7EA'>Ponnarimangalam</b><br/><b> </b> Sh. Anil Kumar Shukla","909.02","0","22-05-2015","22-05-2015","2008","NA",16392,,"Sh. Anil Kumar Shukla","Sh. Pawan Chandani / 7418019007"
"Ladpalwan",413,32.197881,75.533697,202.19,"66000","01-04-2020","{""car_single"":null,""car_multi"":165,""car_monthly"":3645,""lcv_single"":null,""lcv_multi"":250,""lcv_monthly"":5610,""bus_multi"":515,""bus_monthly"":11410,""multiaxle_single"":520,""multiaxle_multi"":780,""multiaxle_monthly"":17310,""hcm_single"":520,""hcm_multi"":780,""hcm_monthly"":17310,""four_six_axle_single"":520,""four_six_axle_multi"":780,""four_six_axle_monthly"":17310,""seven_plus_axle_single"":675,""seven_plus_axle_multi"":1010,""seven_plus_axle_monthly"":22430}","<b style='color:#22A7EA'>Ladpalwan</b><br/><b> </b> M/s IRB Pathankot Amritsar Toll Road Ltd","1553.13","BOT (Toll)","25-06-2013","27-11-2014","2008","31.12.2010-30.12.2030",24266,34498,"M/s IRB Pathankot Amritsar Toll Road Ltd","Nill / 9888971899"
"Waryam Nangal",414,31.731947,75.041365,202.19,"66000","01-04-2020","{""car_single"":null,""car_multi"":140,""car_monthly"":3130,""lcv_single"":null,""lcv_multi"":220,""lcv_monthly"":4870,""bus_multi"":450,""bus_monthly"":9965,""multiaxle_single"":455,""multiaxle_multi"":685,""multiaxle_monthly"":15225,""hcm_single"":455,""hcm_multi"":685,""hcm_monthly"":15225,""four_six_axle_single"":455,""four_six_axle_multi"":685,""four_six_axle_monthly"":15225,""seven_plus_axle_single"":595,""seven_plus_axle_multi"":895,""seven_plus_axle_monthly"":19840}","<b style='color:#22A7EA'>Waryam Nangal</b><br/><b> </b> M/s IRB Pathankot Amritsar Toll Road Ltd","1553.13","BOT (Toll)","25-06-2013","27-11-2014","2008","31.12.2010-30.12.2030",23590,34498,"M/s IRB Pathankot Amritsar Toll Road Ltd","Sh. Jayender Chauhan / 9888972599"
"Deederganj",415,25.570828,85.247807,106.38,"NA","01-04-2020","{""car_single"":null,""car_multi"":165,""car_monthly"":3635,""lcv_single"":null,""lcv_multi"":250,""lcv_monthly"":5550,""bus_multi"":500,""bus_monthly"":11125,""multiaxle_single"":505,""multiaxle_multi"":755,""multiaxle_monthly"":16815,""hcm_single"":505,""hcm_multi"":755,""hcm_monthly"":16815,""four_six_axle_single"":505,""four_six_axle_multi"":755,""four_six_axle_monthly"":16815,""seven_plus_axle_single"":660,""seven_plus_axle_multi"":995,""seven_plus_axle_monthly"":22070}","<b style='color:#22A7EA'>Deederganj</b><br/><b> </b> M/s  Patna Bakhtiyarpur Tollway Limited","908.02","BOT (Toll)","01-07-2015","12-04-2015","2008","26.09.2011-21.09.2029",53214,,"M/s  Patna Bakhtiyarpur Tollway Limited","Sh. Sanjeev Kumar / 9771485759"
"Akhepura",416,27.50603,75.348401,102.13,"25897","01-04-2020","{""car_single"":null,""car_multi"":85,""car_monthly"":1940,""lcv_single"":null,""lcv_multi"":140,""lcv_monthly"":3135,""bus_multi"":295,""bus_monthly"":6565,""multiaxle_single"":215,""multiaxle_multi"":320,""multiaxle_monthly"":7165,""hcm_single"":310,""hcm_multi"":465,""hcm_monthly"":10295,""four_six_axle_single"":310,""four_six_axle_multi"":465,""four_six_axle_monthly"":10295,""seven_plus_axle_single"":375,""seven_plus_axle_multi"":565,""seven_plus_axle_monthly"":12535}","<b style='color:#22A7EA'>Akhepura</b><br/><b> </b> Ms Skylark Infra Engineering Pvt. Ltd.","333.51","Public Funded","22-04-2014","26-09-2014","2008 as amended","17",19986,,"Ms Skylark Infra Engineering Pvt. Ltd.","Sh. Vinod Kumar Yadav / 9982429292"
"Milanpur",417,21.864457,77.961508,22.01,"42000","01-04-2019","{""car_single"":null,""car_multi"":125,""car_monthly"":2735,""lcv_single"":null,""lcv_multi"":200,""lcv_monthly"":4415,""bus_multi"":415,""bus_monthly"":9250,""multiaxle_single"":305,""multiaxle_multi"":455,""multiaxle_monthly"":10090,""hcm_single"":435,""hcm_multi"":655,""hcm_monthly"":14505,""four_six_axle_single"":435,""four_six_axle_multi"":655,""four_six_axle_monthly"":14505,""seven_plus_axle_single"":530,""seven_plus_axle_multi"":795,""seven_plus_axle_monthly"":17660}","<b style='color:#22A7EA'>Milanpur</b><br/><b> </b> Sh Khalatkar Cunstruction","2498.76","Public Funded","25-09-2014","26-03-2015","2008 as amended","23.12.2016  -  23.12.2017",9684,7110,"Sh Khalatkar Cunstruction","Shri Anupam Dongre / 9765552502"
"Khambara",418,21.693812,78.387824,20.08,"7807","01-04-2019","{""car_single"":null,""car_multi"":120,""car_monthly"":2625,""lcv_single"":null,""lcv_multi"":190,""lcv_monthly"":4245,""bus_multi"":400,""bus_monthly"":8895,""multiaxle_single"":290,""multiaxle_multi"":435,""multiaxle_monthly"":9700,""hcm_single"":420,""hcm_multi"":630,""hcm_monthly"":13945,""four_six_axle_single"":420,""four_six_axle_multi"":630,""four_six_axle_monthly"":13945,""seven_plus_axle_single"":510,""seven_plus_axle_multi"":765,""seven_plus_axle_monthly"":16975}","<b style='color:#22A7EA'>Khambara</b><br/><b> </b> Md. Usman","2777.12","Public Funded","25-09-2014","26-03-2015","2008 as amended","18.01.2017  -  18.01.2018",5453,,"Md. Usman","Nill / 0"
"Patanswangi",419,21.343724,79.009038,28.22,"42000","01-04-2019","{""car_single"":null,""car_multi"":125,""car_monthly"":2750,""lcv_single"":null,""lcv_multi"":200,""lcv_monthly"":4445,""bus_multi"":420,""bus_monthly"":9310,""multiaxle_single"":305,""multiaxle_multi"":455,""multiaxle_monthly"":10160,""hcm_single"":440,""hcm_multi"":655,""hcm_monthly"":14600,""four_six_axle_single"":440,""four_six_axle_multi"":655,""four_six_axle_monthly"":14600,""seven_plus_axle_single"":535,""seven_plus_axle_multi"":800,""seven_plus_axle_monthly"":17775}","<b style='color:#22A7EA'>Patanswangi</b><br/><b> </b> Khalatkar Construction","2498.76","Public Funded","25-09-2014","01-07-2015","2008 as amended","13.04.2016  -  13.04.2017",11802,12628,"Khalatkar Construction","Mr Ram Krishna / 9030012999"
"Gegal",420,26.551347,74.780202,132.1,"100000","01-04-2020","{""car_single"":null,""car_multi"":85,""car_monthly"":1865,""lcv_single"":null,""lcv_multi"":135,""lcv_monthly"":3015,""bus_multi"":285,""bus_monthly"":6315,""multiaxle_single"":295,""multiaxle_multi"":445,""multiaxle_monthly"":9905,""hcm_single"":295,""hcm_multi"":445,""hcm_monthly"":9905,""four_six_axle_single"":295,""four_six_axle_multi"":445,""four_six_axle_monthly"":9905,""seven_plus_axle_single"":360,""seven_plus_axle_multi"":545,""seven_plus_axle_monthly"":12060}","<b style='color:#22A7EA'>Gegal</b><br/><b> </b> M/s Soma Isolux Kishangarh Beawar Tollway Pvt Ltd","NA","BOT (Toll)","12-03-2013","29-04-2015","2008","14.11.2009-13.11.2027",53230,52370,"M/s Soma Isolux Kishangarh Beawar Tollway Pvt Ltd","Mr Manish Sharma / 9001990047"
"Pipalaz",421,26.158466,74.371725,121.66,"100000","01-04-2020","{""car_single"":null,""car_multi"":80,""car_monthly"":1815,""lcv_single"":null,""lcv_multi"":130,""lcv_monthly"":2930,""bus_multi"":275,""bus_monthly"":6140,""multiaxle_single"":290,""multiaxle_multi"":435,""multiaxle_monthly"":9630,""hcm_single"":290,""hcm_multi"":435,""hcm_monthly"":9630,""four_six_axle_single"":290,""four_six_axle_multi"":435,""four_six_axle_monthly"":9630,""seven_plus_axle_single"":350,""seven_plus_axle_multi"":525,""seven_plus_axle_monthly"":11720}","<b style='color:#22A7EA'>Pipalaz</b><br/><b> </b> M/s Soma Isolux Kishangarh Beawar Tollway Pvt Ltd","795.00","BOT (Toll)","12-03-2013","29-04-2015","2008","14.11.2009-13.11.2027",40672,57762,"M/s Soma Isolux Kishangarh Beawar Tollway Pvt Ltd","Mr Amit Raisinghani / 9001990046"
"Gadoi",422,21.425234,70.295437,1.12,"NA","01-04-2020","{""car_single"":null,""car_multi"":95,""car_monthly"":2085,""lcv_single"":null,""lcv_multi"":150,""lcv_monthly"":3370,""bus_multi"":320,""bus_monthly"":7055,""multiaxle_single"":230,""multiaxle_multi"":345,""multiaxle_monthly"":7700,""hcm_single"":330,""hcm_multi"":500,""hcm_monthly"":11065,""four_six_axle_single"":330,""four_six_axle_multi"":500,""four_six_axle_monthly"":11065,""seven_plus_axle_single"":405,""seven_plus_axle_multi"":605,""seven_plus_axle_monthly"":13470}","<b style='color:#22A7EA'>Gadoi</b><br/><b> </b> Sh. Anil Kumar Shukla","981.00","Public Funded","07-02-2013","07-05-2015","2008","15.11.2016  -  15.02.2017",19286,20700,"Sh. Anil Kumar Shukla","0 / 9909974592"
"Dari",423,20.961287,70.334349,1.14,"NA","01-04-2020","{""car_single"":null,""car_multi"":120,""car_monthly"":2660,""lcv_single"":null,""lcv_multi"":195,""lcv_monthly"":4295,""bus_multi"":405,""bus_monthly"":9005,""multiaxle_single"":295,""multiaxle_multi"":440,""multiaxle_monthly"":9820,""hcm_single"":425,""hcm_multi"":635,""hcm_monthly"":14120,""four_six_axle_single"":425,""four_six_axle_multi"":635,""four_six_axle_monthly"":14120,""seven_plus_axle_single"":515,""seven_plus_axle_multi"":775,""seven_plus_axle_monthly"":17185}","<b style='color:#22A7EA'>Dari</b><br/><b> </b> Ms Prakash Asphaltings and Toll Highways (India) Ltd.","981.00","Public Funded","07-03-2013","07-05-2015","2008","15.11.2016  -  15.02.2017",18711,20700,"Ms Prakash Asphaltings and Toll Highways (India) Ltd.","0 / 0"
"Raha(Saragaon)",424,26.245678,92.541521,0.09,"NA","01-04-2020","{""car_single"":null,""car_multi"":140,""car_monthly"":3115,""lcv_single"":null,""lcv_multi"":225,""lcv_monthly"":5030,""bus_multi"":475,""bus_monthly"":10545,""multiaxle_single"":345,""multiaxle_multi"":520,""multiaxle_monthly"":11500,""hcm_single"":495,""hcm_multi"":745,""hcm_monthly"":16535,""four_six_axle_single"":495,""four_six_axle_multi"":745,""four_six_axle_monthly"":16535,""seven_plus_axle_single"":605,""seven_plus_axle_multi"":905,""seven_plus_axle_monthly"":20130}","<b style='color:#22A7EA'>Raha(Saragaon)</b><br/><b> </b> Ms M.B. Consortium","1036.12","Public Funded","24-07-2015","22-02-2017","2008 as amended","",18169,,"Ms M.B. Consortium","NA / 0"
"Daboka",425,26.114657,92.875479,,"NA","01-04-2017","{""car_single"":null,""car_multi"":120,""car_monthly"":2660,""lcv_single"":null,""lcv_multi"":195,""lcv_monthly"":4300,""bus_multi"":405,""bus_monthly"":9010,""multiaxle_single"":295,""multiaxle_multi"":440,""multiaxle_monthly"":9830,""hcm_single"":425,""hcm_multi"":635,""hcm_monthly"":14130,""four_six_axle_single"":425,""four_six_axle_multi"":635,""four_six_axle_monthly"":14130,""seven_plus_axle_single"":515,""seven_plus_axle_multi"":775,""seven_plus_axle_monthly"":17200}","<b style='color:#22A7EA'>Daboka</b><br/><b> </b> &nbsp;","738.62","Public Funded","24-07-2015","23-01-2015","2008A","NA",11871,,"","NA / 0"
"Nazira Khat",426,26.100258,91.879125,,"NA","01-04-2020","{""car_single"":null,""car_multi"":165,""car_monthly"":3645,""lcv_single"":null,""lcv_multi"":265,""lcv_monthly"":5885,""bus_multi"":555,""bus_monthly"":12335,""multiaxle_single"":405,""multiaxle_multi"":605,""multiaxle_monthly"":13455,""hcm_single"":580,""hcm_multi"":870,""hcm_monthly"":19345,""four_six_axle_single"":580,""four_six_axle_multi"":870,""four_six_axle_monthly"":19345,""seven_plus_axle_single"":705,""seven_plus_axle_multi"":1060,""seven_plus_axle_monthly"":23550}","<b style='color:#22A7EA'>Nazira Khat</b><br/><b> </b> Skylark Infra Engg. Pvt. Ltd.","773.18","Public Funded","24-07-2015","23-01-2015","2008","NA",34034,,"Skylark Infra Engg. Pvt. Ltd.","/ 0"
"Mandal (Vyara)",427,21.134676,73.478511,166.54,"NA","01-04-2019","{""car_single"":null,""car_multi"":205,""car_monthly"":4545,""lcv_single"":null,""lcv_multi"":320,""lcv_monthly"":7060,""bus_multi"":650,""bus_monthly"":14420,""multiaxle_single"":660,""multiaxle_multi"":990,""multiaxle_monthly"":22040,""hcm_single"":660,""hcm_multi"":990,""hcm_monthly"":22040,""four_six_axle_single"":660,""four_six_axle_multi"":990,""four_six_axle_monthly"":22040,""seven_plus_axle_single"":845,""seven_plus_axle_multi"":1270,""seven_plus_axle_monthly"":28215}","<b style='color:#22A7EA'>Mandal (Vyara)</b><br/><b> </b> M/s Soma Isolux","NA","BOT (Toll)","02-08-2012","19-08-2015","2008","30.03.2010-29.03.2029",29483,37920,"M/s Soma Isolux","0 / 0"
"Bhatia",428,21.190249,72.869085,166.54,"60000","01-04-2019","{""car_single"":null,""car_multi"":160,""car_monthly"":3540,""lcv_single"":null,""lcv_multi"":250,""lcv_monthly"":5585,""bus_multi"":520,""bus_monthly"":11535,""multiaxle_single"":535,""multiaxle_multi"":800,""multiaxle_monthly"":17815,""hcm_single"":535,""hcm_multi"":800,""hcm_monthly"":17815,""four_six_axle_single"":535,""four_six_axle_multi"":800,""four_six_axle_monthly"":17815,""seven_plus_axle_single"":670,""seven_plus_axle_multi"":1005,""seven_plus_axle_monthly"":22345}","<b style='color:#22A7EA'>Bhatia</b><br/><b> </b> M/s Soma  Isolux","1509.00","BOT (Toll)","08-02-2012","19-08-2015","2008","30.03.2010-29.03.2029",27117,37920,"M/s Soma  Isolux","0 / 0"
"Luharali",429,28.497746,77.629298,68.66,"24000","01-04-2019","{""car_single"":null,""car_multi"":170,""car_monthly"":3780,""lcv_single"":null,""lcv_multi"":265,""lcv_monthly"":5865,""bus_multi"":540,""bus_monthly"":12000,""multiaxle_single"":550,""multiaxle_multi"":825,""multiaxle_monthly"":18330,""hcm_single"":550,""hcm_multi"":825,""hcm_monthly"":18330,""four_six_axle_single"":550,""four_six_axle_multi"":825,""four_six_axle_monthly"":18330,""seven_plus_axle_single"":705,""seven_plus_axle_multi"":1055,""seven_plus_axle_monthly"":23470}","<b style='color:#22A7EA'>Luharali</b><br/><b> </b> M/s Ghaziabad Aligarh Expressway Pvt Ltd","1725.00","BOT (Toll)","06-01-2015","24-06-2015","2008","25.02.2011-24.02.2035",39635,37550,"M/s Ghaziabad Aligarh Expressway Pvt Ltd","Soeb Khan / 9045002271"
"Somna",430,28.062821,77.946047,126.66,"2400","01-04-2019","{""car_single"":null,""car_multi"":225,""car_monthly"":4950,""lcv_single"":null,""lcv_multi"":340,""lcv_monthly"":7570,""bus_multi"":685,""bus_monthly"":15245,""multiaxle_single"":690,""multiaxle_multi"":1035,""multiaxle_monthly"":23050,""hcm_single"":690,""hcm_multi"":1035,""hcm_monthly"":23050,""four_six_axle_single"":690,""four_six_axle_multi"":1035,""four_six_axle_monthly"":23050,""seven_plus_axle_single"":905,""seven_plus_axle_multi"":1360,""seven_plus_axle_monthly"":30170}","<b style='color:#22A7EA'>Somna</b><br/><b> </b> M/s Ghaziabad Aligarh Expressway Pvt Ltd","1725.00","BOT (Toll)","06-01-2015","24-06-2015","2008","25.02.2011-24.02.2035",28396,37550,"M/s Ghaziabad Aligarh Expressway Pvt Ltd","Pavan Kumar / 8979555577"
